ID,name,latitude,longitude
397,Дежурная аптека,55.7131933,37.6074182
399,На Борисовских,55.6368177,37.7194237
400,Снадобица,55.8620872,37.6745438
401,Столичные аптеки,55.8846207,37.5876633
402,Социальная аптека,55.8696949,37.6808874
403,Ригла,55.6823315,37.5357884
404,Горздрав,55.6753901,37.5256251
405,Apteka.ru,55.802539,37.7260405
406,Горздрав,55.6480574,37.7373697
407,МЗ Эконом,55.6459037,37.7183659
408,Гомеопатическая аптека,55.7575746,37.7812989
412,Столички,55.7128326,37.6592865
415,Ригла,55.7309381,37.5789345
416,"36,6",55.7364227,37.5904591
418,Горздрав,55.69218,37.6041495
419,"36,6",55.7258961,37.5812441
420,Горздрав,55.6489549,37.6564631
422,Аптека № 71,55.7955151,37.4952348
423,Горздрав,55.7382812,37.6341761
424,"36,6",55.6885995,37.5433475
425,Алонд,55.7522364,37.8168521
427,Планета здоровья,55.7514453,37.8151303
428,"36,6",55.7870319,37.5609112
430,ЗдравСити,55.7458253,37.4965389
431,Ригла,55.7466865,37.4957537
432,Ваша №1,55.8843142,37.6070688
433,Столичные Аптеки,55.876339,37.7221063
434,Асна на Дмитровском,55.809223,37.5741121
435,Столички,55.8863145,37.6624646
436,Асна,55.8383379,37.5738165
437,Столичные Аптеки,55.7822268,37.7293573
438,Горздрав,55.7825071,37.7367846
439,Оптика. Аптечный пункт.,54.9822408,73.3930887
440,Госаптека №6,54.9823269,73.3890615
441,Столички,55.8316054,37.5927337
442,Трика,55.7640127,37.7373451
444,Старый Лекарь,55.607347,37.589856
445,Семейная,54.9970496,73.3574531
446,Фармакопейка,54.9975371,73.356879
447,АСНА,55.7964389,37.6125146
448,Горздрав,55.8265398,37.5964392
449,Горздрав,55.8787044,37.6244854
450,Горздрав,55.7263907,37.5668658
451,ГорФарма,55.7928373,37.7889956
453,Столичные аптеки,55.7011598,37.7541531
454,Горздрав,55.7056848,37.7598695
457,Горздрав,55.6422247,37.4111156
458,Горздрав,55.8004808,37.5831883
459,Горздрав,55.7817995,37.7086937
460,Горздрав,55.8367064,37.6592925
461,Да здоров,55.8840069,37.6063431
462,Горздрав,55.7882995,37.4547289
463,Аптеки Столицы,55.707272,37.680544
466,Адис,55.8619975,37.6097003
467,Столички,55.8624744,37.609094
468,Вилард,55.8934704,37.5927551
472,Горздрав,55.8522063,37.4454574
473,Горздрав,55.5453455,37.556426
475,Сердечко,55.8498201,37.4223109
477,Здравсити,55.8104917,37.7036851
478,"36,6",55.7717443,37.6374223
479,Горздрав,55.8155841,37.732253
480,Горздрав,55.7145338,37.8048665
481,А5,55.5464325,37.5510712
482,ООО Шанс,55.6204081,37.387717
483,"36,6",55.8268479,37.4447778
484,Ригла,55.7935933,37.8052312
485,Горздрав,55.7872046,37.6749447
489,Горздрав,55.7963323,37.8121826
490,Асна,55.7503598,37.7789708
491,Будь здоров,55.7505449,37.7814861
492,Горздрав,55.7509498,37.7836464
493,Ригла,55.7387475,37.4906214
494,Ригла,55.7933174,37.6925565
495,Советская,55.6764714,37.7235027
496,Госаптека,55.7345011,37.8327714
497,Аптека,57.1894841,65.5729345
499,Фармакопейка,54.9990492,73.3591988
500,Для Вас,55.0238365,73.407908
503,Старый лекарь,55.6603778,37.4892368
505,Мебиус,55.7198291,37.4255919
506,Горздрав,55.6135847,37.58114
507,"36,6",55.8920616,37.6182403
508,Аптека 03,55.8676455,37.4935856
511,"36,6",55.6113355,37.6055713
512,Горздрав,55.8064027,37.6148718
513,Горздрав,55.7827915,37.7246684
514,Норма,55.816924,37.828232
515,Столички,55.867295,37.5961889
516,Мегафарм Плюс,55.7850254,37.7389487
517,Столички,55.7870072,37.7381271
518,Доктор Н,55.6206875,37.7258117
520,А2,55.7278512,37.4494116
521,Аптека 777,55.7168461,37.3875583
