ID,name,latitude,longitude
309,Школа № 1747,55.8461639,37.3511989
310,Школа №110,55.7592727,37.5967673
311,Школа №590,55.7404377,37.4956145
312,Школа с углублённым изучением иностранного языка № 1231 имени В. Д. Поленова,55.7441076,37.5976314
313,Школа № 627 имени генерала Д. Д. Лелюшенко. Учебный корпус № 6,55.7354889,37.6216001
314,Лицей № 1511,55.6484277,37.6522543
315,Школа №1284,55.7707099,37.6401554
316,Школа № 67. Отделение общего образования,55.7344278,37.5214083
317,"Школа №2054, Школьный корпус №1",55.7724802,37.6262314
318,Школа № 1259,55.7397462,37.6398702
319,Колледж малого бизнеса № 4. Школьный корпус 2,55.7396251,37.6419205
321,Brookes Moscow,55.8482212,37.6331828
322,"Школа ""Покровский квартал""",55.7633591,37.648703
323,Школа № 950,55.8512506,37.6148638
324,Центр образования № 264,55.8519235,37.6158783
325,Школа №950,55.8575581,37.6130821
326,Школа №950,55.857052,37.6146396
327,Школа №36,55.7212744,37.8199101
328,ГБОУ Школа №1413 (отделение дополнительного образования),55.9011074,37.609655
329,Школа №969,55.8654822,37.61946
330,Школа №240,55.8656146,37.6218607
331,Гбоу Гимназия № 1520 имени Капцовых,55.7564684,37.6029762
332,Школа №1243,55.7563574,37.6028714
333,Школа №1786,55.5345195,37.49548
334,Гимназия Сколково,55.6913462,37.351506
335,Московская экономическая школа,55.760909,37.5662638
336,"Школа № 1530 ""Школа Ломоносова"". Школа на Егерской",55.7933156,37.6849364
337,Школа № 1601 имени Героя Советского Союза Е. К. Лютикова,55.8007293,37.5573277
338,Школа № 1621 Древо Жизни,55.7648533,37.6493763
339,"Школа №1282 ""Сокольники""",55.7895468,37.6846896
340,Спортивный интернат ЦСКА,55.7974366,37.5562853
341,Лицей № 1575. Структурное подразделение дошкольного отделения,55.7978021,37.5549136
342,Инженерно-техническая школа имени дважды Героя Советского Союза П. Р. Поповича,55.8038797,37.5415481
343,"Курчатовская школа корпус ""5-й элемент""",55.8055921,37.4824775
344,Школа №939,55.6160556,37.7258166
345,Школа №438,55.6162396,37.7239994
346,Центр образования № 548,55.6027936,37.7378758
347,"Центр образования №1404 ""Гамма""",55.8039145,37.6881613
348,"Центр образования №1404 ""Гамма""",55.8079392,37.6869219
349,Школа № 1164,55.7976766,37.5742211
350,Центр образования №1601 (начальная школа),55.7978457,37.5808804
351,"Курчатовская школа корпус ""Вектор""",55.7948237,37.48661
352,Школа № 1208 имени Героя Советского Союза М.С. Шумилова. Корпус № 3,55.7084957,37.7761886
353,"Школа №439 ""Интеллект"" (корпус начального образования №2)",55.7389672,37.7408622
354,Школа №1530,55.7860481,37.685283
355,Гимназия №1530,55.7880045,37.6836278
356,Гимназия № 1540,55.786841,37.5921546
359,Школа №1228. Корпус 1,55.7408011,37.7199991
360,Школа-интернат №30 им. К. А. Микаэльяна,55.7995763,37.6925662
361,Школа №457,55.7451548,37.6769573
362,Школа №354 имени Д.М. Карбышева ШО-1/1,55.7691447,37.6680972
363,Школа №760 им. А. П. Маресьева. Школьное отделение,55.8810918,37.7203272
365,Школа Перспектива,55.9455595,37.3483489
366,Школа №1250,55.8293519,37.4846626
367,Школа № 46,55.6578013,37.5110612
368,"Лицей №1502. Корпус ""Гамма""",55.7980676,37.707357
369,Школа с углубленным изучением иностранного языка № 1236 имени С.В. Милашенкова. Школьное Отделение №230,55.8235514,37.5825689
370,Школа №1298 «Профиль Куркино»,55.9003472,37.3840152
371,Школа №1387,55.9043442,37.3824994
372,i-Школа,55.8001555,37.5419484
373,Петровская школа,55.7973568,37.5635229
374,ГБОУ Школа № 293 им. А. Т. Твардовского,55.8220118,37.6530343
375,Частная школа «Академическая гимназия»,55.8127078,37.6828974
376,Школа Марьина Роща имени В. Ф. Орлова. Отделение Берендеево царство,55.7938728,37.6216194
377,Пушкинская школа № 1500,55.7809283,37.6635559
378,"Школа № 2107. Здание школы ""Школа им. В. М. Комарова""",55.7875347,37.6303219
379,Школа №2200 корпус 2,55.8088228,37.8011446
380,Школа № 1191. Здание 1,55.8511461,37.3578502
381,Школа № 1191. Здание 2,55.8501636,37.3586028
382,Школа № 1297 основного и среднего общего образования,55.7875579,37.6371635
383,Школа №2200 корпус 9,55.8083187,37.8147277
384,Школа №740,55.9234499,37.386977
385,"Школа ""Венда""",55.8154275,37.6156453
386,Школа №315,55.7829817,37.6744233
